file_name,MQ_Value,static,dynamic,class_names,class_terms,commits,contributors
0_s_1_d_3_cn_2_ct_14_com_0_con.mdg,1.6568941019538823,0,5,15,10,70,0
0_s_7_d_7_cn_5_ct_1_com_0_con.mdg,1.6102195018896606,0,35,35,25,5,0
0_s_0_d_13_cn_3_ct_4_com_0_con.mdg,1.6551568710274356,0,0,65,15,20,0
0_s_0_d_7_cn_2_ct_11_com_0_con.mdg,1.6261557526613852,0,0,35,10,55,0
0_s_7_d_1_cn_8_ct_4_com_0_con.mdg,1.3737272495356936,0,35,5,40,20,0
0_s_1_d_1_cn_2_ct_16_com_0_con.mdg,1.6773925138063388,0,5,5,10,80,0
0_s_17_d_1_cn_0_ct_2_com_0_con.mdg,2.559044375472491,0,85,5,0,10,0
0_s_0_d_0_cn_1_ct_19_com_0_con.mdg,1.7476120314710994,0,0,0,5,95,0
0_s_5_d_11_cn_4_ct_0_com_0_con.mdg,1.54587585079706,0,25,55,20,0,0
0_s_0_d_1_cn_5_ct_14_com_0_con.mdg,1.4563128862747214,0,0,5,25,70,0
0_s_3_d_2_cn_9_ct_6_com_0_con.mdg,1.315938775602351,0,15,10,45,30,0
0_s_8_d_1_cn_8_ct_3_com_0_con.mdg,1.2543578659429477,0,40,5,40,15,0
0_s_6_d_0_cn_4_ct_10_com_0_con.mdg,1.571302504234472,0,30,0,20,50,0
0_s_1_d_7_cn_2_ct_10_com_0_con.mdg,1.635787249483475,0,5,35,10,50,0
0_s_0_d_1_cn_2_ct_17_com_0_con.mdg,1.6738285367665533,0,0,5,10,85,0
0_s_4_d_14_cn_0_ct_2_com_0_con.mdg,2.0510761758907305,0,20,70,0,10,0
0_s_3_d_8_cn_2_ct_7_com_0_con.mdg,1.6967227939820286,0,15,40,10,35,0
0_s_1_d_0_cn_1_ct_18_com_0_con.mdg,1.755477456739388,0,5,0,5,90,0
0_s_4_d_11_cn_4_ct_1_com_0_con.mdg,1.6682461109151827,0,20,55,20,5,0
0_s_0_d_16_cn_4_ct_0_com_0_con.mdg,1.6957295748654755,0,0,80,20,0,0
0_s_4_d_5_cn_3_ct_8_com_0_con.mdg,1.6243638174478976,0,20,25,15,40,0
0_s_1_d_5_cn_2_ct_12_com_0_con.mdg,1.6478048316954221,0,5,25,10,60,0
0_s_15_d_4_cn_1_ct_0_com_0_con.mdg,2.3916846069312374,0,75,20,5,0,0
0_s_0_d_3_cn_2_ct_15_com_0_con.mdg,1.647001428952976,0,0,15,10,75,0
0_s_9_d_0_cn_6_ct_5_com_0_con.mdg,1.4281985542883144,0,45,0,30,25,0
0_s_1_d_7_cn_8_ct_4_com_0_con.mdg,1.3913005007715462,0,5,35,40,20,0
0_s_0_d_5_cn_5_ct_10_com_0_con.mdg,1.4675878236429527,0,0,25,25,50,0
0_s_11_d_7_cn_0_ct_2_com_0_con.mdg,2.0745705443295437,0,55,35,0,10,0
0_s_6_d_6_cn_8_ct_0_com_0_con.mdg,1.4219433465405824,0,30,30,40,0,0
0_s_2_d_0_cn_9_ct_9_com_0_con.mdg,1.2997805677217837,0,10,0,45,45,0
0_s_4_d_0_cn_4_ct_12_com_0_con.mdg,1.4535794536100237,0,20,0,20,60,0
0_s_15_d_4_cn_0_ct_1_com_0_con.mdg,2.5886508439650795,0,75,20,0,5,0
0_s_2_d_1_cn_2_ct_15_com_0_con.mdg,1.686743566464877,0,10,5,10,75,0
0_s_9_d_0_cn_7_ct_4_com_0_con.mdg,1.4296896948611602,0,45,0,35,20,0
0_s_6_d_14_cn_0_ct_0_com_0_con.mdg,2.1339883644072293,0,30,70,0,0,0
0_s_1_d_13_cn_2_ct_4_com_0_con.mdg,1.5153126358620788,0,5,65,10,20,0
0_s_2_d_6_cn_10_ct_2_com_0_con.mdg,1.3073647575121987,0,10,30,50,10,0
0_s_8_d_1_cn_9_ct_2_com_0_con.mdg,1.3465582620641645,0,40,5,45,10,0
0_s_3_d_5_cn_2_ct_10_com_0_con.mdg,1.67730026473123,0,15,25,10,50,0
0_s_4_d_2_cn_4_ct_10_com_0_con.mdg,1.5500157814058404,0,20,10,20,50,0
0_s_4_d_11_cn_5_ct_0_com_0_con.mdg,1.6176350544688378,0,20,55,25,0,0
0_s_3_d_8_cn_3_ct_6_com_0_con.mdg,1.6339315539221257,0,15,40,15,30,0
0_s_4_d_5_cn_2_ct_9_com_0_con.mdg,1.6951412035760651,0,20,25,10,45,0
0_s_2_d_5_cn_2_ct_11_com_0_con.mdg,1.6168070446908205,0,10,25,10,55,0
0_s_0_d_4_cn_12_ct_4_com_0_con.mdg,1.255774587752841,0,0,20,60,20,0
0_s_2_d_2_cn_10_ct_6_com_0_con.mdg,1.2865318902843412,0,10,10,50,30,0
0_s_12_d_0_cn_7_ct_1_com_0_con.mdg,1.4782441676450664,0,60,0,35,5,0
0_s_3_d_2_cn_8_ct_7_com_0_con.mdg,1.3488215891821431,0,15,10,40,35,0
0_s_4_d_5_cn_5_ct_6_com_0_con.mdg,1.5103445254255572,0,20,25,25,30,0
0_s_3_d_1_cn_2_ct_14_com_0_con.mdg,1.6234160146644836,0,15,5,10,70,0
0_s_0_d_13_cn_2_ct_5_com_0_con.mdg,1.700630568391911,0,0,65,10,25,0
0_s_5_d_7_cn_2_ct_6_com_0_con.mdg,1.7360775937602495,0,25,35,10,30,0
0_s_13_d_2_cn_2_ct_3_com_0_con.mdg,1.9498554022074233,0,65,10,10,15,0
